"start","end","text","speaker"
"4824800","4831160"," The actual doctrine would be mentioned explicitly or at least, at the very least, the sahaba would be talking about it.","Daniel Haqiqatjou"
"4831400","4832640"," But there's no evidence of this.","Daniel Haqiqatjou"
"4832640","4833800"," It's all throughout the Qur'an.","Jake Brancatella"
"4834040","4840800"," And Ibn Hanbal, the createdness of the Qur'an No, what I just mentioned in terms of Allah doing different things at different times.","Jake Brancatella"
"4840800","4843100"," Do you believe that He does different things at different times?","Jake Brancatella"
"4845920","4847340"," You know, what is time?","Daniel Haqiqatjou"
"4847480","4848040"," I would have to say.","Daniel Haqiqatjou"
"4848160","4849120"," That's my response to that.","Daniel Haqiqatjou"
"4849220","4849980"," What is time?","Jake Brancatella"
"4850420","4852480"," What is our metaphysics of time?","Daniel Haqiqatjou"
"4852980","4855920"," Do you believe that Allah has already judged creation?","Jake Brancatella"
"4857520","4859980"," Has judgment day already happened for Allah?","Jake Brancatella"
"4860240","4860980"," Has He already done it?","Daniel Haqiqatjou"
"4861000","4863400"," I can see good arguments for both sides, yeah.","Daniel Haqiqatjou"
"4863720","4864020"," Really?","Jake Brancatella"
"4864600","4867700"," So that's an acceptable view to believe.","Jake Brancatella"
"4867700","4868860"," I don't know if it's acceptable.","Jake Brancatella"
"4869020","4869400"," I don't know.","Jake Brancatella"
"4869400","4870460"," I have to research it.","Jake Brancatella"
"4870460","4870760"," So like this.","Daniel Haqiqatjou"
"4870940","4871780"," Let me give an example.","Daniel Haqiqatjou"
"4872540","4873380"," I plead the fifth.","Jake Brancatella"
"4873680","4874500"," I've got to research it.","Daniel Haqiqatjou"
"4874520","4876680"," Allah says in the Qur'an that He created.","Jake Brancatella"
"4876680","4877120"," We've got to pray.","Daniel Haqiqatjou"
"4877780","4878640"," This is the last point.","Jake Brancatella"
"4878740","4883140"," Allah says that He created jinn before He created mankind.","Jake Brancatella"
"4883800","4886820"," Did He actually create the jinn before He created mankind?","Jake Brancatella"
"4888180","4888360"," Yeah.","Daniel Haqiqatjou"
"4888620","4890520"," In the creation where time exists, yeah.","Daniel Haqiqatjou"
"4891100","4892560"," Yeah, but His action.","Jake Brancatella"
"4893000","4895060"," Did He do different actions at different times?","Jake Brancatella"
"4895260","4898940"," Did He act and create the jinn and then act again and create mankind?","Jake Brancatella"
"4898940","4902580"," I'll answer that if you explain what time is.","Jake Brancatella"
"4903100","4913740"," If you explain to me time, the metaphysical concept of time that no philosopher has been able to understand and explain and theorize in a convincing way.","Daniel Haqiqatjou"
"4913820","4918420"," If you can do that for me by the end of this debate, then I'll give you an answer to that question.","Daniel Haqiqatjou"
"4918500","4918660"," Okay.","Host"
"4918880","4919120"," Inshallah.","Jake Brancatella"
"4919320","4919840"," You won't answer.","Jake Brancatella"
"4919940","4920080"," Okay.","Jake Brancatella"
"4920160","4920640"," Thank you.","Jake Brancatella"
"4921320","4921800"," Inshallah.","Host"
"4921920","4922960"," Speaking of time.","Host"
"4924620","4926120"," We have an intermission.","Daniel Haqiqatjou"
"4926720","4927820"," We can just pause it, yeah.","Jake Brancatella"
"4927820","4929300"," Did you want to do the closing statement?","Host"
"4929400","4930360"," No, we could just pause it.","Jake Brancatella"
"4930560","4931120"," Closing statements after?","Jake Brancatella"
"4931480","4932620"," Because that's going to take 10 minutes.","Jake Brancatella"
"4932760","4933740"," We'll just do that after.","Jake Brancatella"
"4934040","4934220"," Okay.","Host"
"4934400","4936380"," Yeah, intermission and then concluding statement.","Daniel Haqiqatjou"
"4936900","4937220"," Inshallah.","Host"
"4937340","4938100"," We'll do that then.","Host"
"5820060","5820580"," Assalamu alaikum.","Host"
"5820700","5821200"," Welcome back.","Host"
"5822300","5826320"," We'll conclude this session with the closing statements starting with Brother Pankatella.","Host"
"5828380","5828780"," Okay.","Jake Brancatella"
"5828940","5829340"," Bismillah.","Jake Brancatella"
"5829560","5830240"," So, yeah.","Jake Brancatella"
"5830300","5835800"," We saw in this debate and this is, you know, just the reality, I think, of what happened.","Jake Brancatella"
"5835800","5842800"," The debate is supposed to be on whether or not the Ash'ari and Maturidi creeds are deviant.","Jake Brancatella"
"5843340","5850220"," I think Daniel doesn't necessarily think they're deviant because he doesn't know enough about them.","Jake Brancatella"
"5850740","5857740"," When I asked him regarding the Ash'ari and Maturidi position on the Arabic Qur'an, they explicitly say this is makhluq.","Jake Brancatella"
"5857940","5862180"," And I'm going to actually go into more detail on that in the next debate.","Jake Brancatella"
"5862280","5868500"," So, make sure you guys stay tuned for that because we have one last section of the debate coming after these five minutes.","Jake Brancatella"
"5869320","5878260"," So, I genuinely believe that Daniel doesn't know enough about this topic in order to take a position one way or another.","Jake Brancatella"
"5878520","5879940"," I'm not saying he has to agree with me.","Jake Brancatella"
"5880300","5883140"," I think if he, you know, does...","Jake Brancatella"
"5883140","5889160"," Anyone who does serious study on this, I think, should come to the right conclusion that the Ash'ari and Maturidi creeds are deviant.","Jake Brancatella"
"5889380","5915380"," And the difference between the creeds and the individual who holds them is that many of these Ash'ari scholars in their fundamentals, in usul, in al-Razi's explanation of taking reason over revelation when they contradict, when Shaykh al-Islam ibn Taymiyyah and the mainstream Athari position, is that no, that the Qur'an and Sunnah can never contradict sound reason.","Jake Brancatella"
"5915720","5924120"," But they believe that it can and in the context that when it does, they have to do ta'wil and interpret the apparent meaning of the text differently.","Jake Brancatella"
"5924400","5932780"," That's why they explicitly say that the zahir of the Qur'an at Taftazani, he said this in the quote earlier, is actually kufr.","Jake Brancatella"
"5933420","5952440"," And to explain that, they say, well, the zahir of the Qur'an is kufr, and that's why the majority of the lay people have these kufri beliefs, like believing that Allah is above the throne or that he speaks sometimes and sometimes he's silent, like when he spoke to Musa alayhis salaam or that he acts for a purpose and does different things at different times.","Jake Brancatella"
"5953360","5965220"," These beliefs are problematic for them, but they admit that they're the zahir or apparent meaning of the Qur'an, but they say that we have to reinterpret them in light of our so-called rational principles.","Jake Brancatella"
"5965380","5969260"," But in reality, what they are, are pseudo-rational principles.","Jake Brancatella"
"5969720","5971120"," They're pseudo-aqli principles.","Jake Brancatella"
"5971560","5974240"," They're not principles that come from a sound fitrah.","Jake Brancatella"
"5974560","5977600"," They're not principles that come from sound reason.","Jake Brancatella"
"5978020","5983900"," They're principles that come from outside sources, from the Greeks and pagan sources.","Jake Brancatella"
"5984320","5986480"," They're not genuine aqli principles.","Jake Brancatella"
"5987400","5988800"," Now, because of that,","Jake Brancatella"
"5988900","5990700"," because of their foundational","Jake Brancatella"
"5990700","5991790"," problematic positions","Jake Brancatella"
"5992340","5993500"," related to usul,","Jake Brancatella"
"5993900","5995720"," or foundations and fundamentals,","Jake Brancatella"
"5996260","5998100"," it leads to them, therefore,","Jake Brancatella"
"5998380","6000360"," embracing many false positions,","Jake Brancatella"
"6000740","6002280"," like kufr and iman,","Jake Brancatella"
"6002400","6003740"," being equal in the sight of Allah,","Jake Brancatella"
"6004020","6005000"," Allah subhanahu wa ta'ala","Jake Brancatella"
"6005000","6006980"," not acting for any reason at all,","Jake Brancatella"
"6007260","6008600"," him not doing different things","Jake Brancatella"
"6008600","6009440"," at different times,","Jake Brancatella"
"6009440","6011420"," the Arabic Quran being created","Jake Brancatella"
"6011420","6012300"," or makhluq,","Jake Brancatella"
"6013080","6014480"," Allah subhanahu wa ta'ala","Jake Brancatella"
"6014480","6016740"," not being above the throne or above,","Jake Brancatella"
"6016940","6018620"," all of these different positions","Jake Brancatella"
"6018620","6019440"," that they have,","Jake Brancatella"
"6019800","6020700"," which in one way or another","Jake Brancatella"
"6020700","6022800"," are bid'ah or kufr or both,","Jake Brancatella"
"6023220","6024980"," is that it's because","Jake Brancatella"
"6024980","6026560"," of their foundations.","Jake Brancatella"
"6026960","6035880"," You have to understand, it's because of their toolkit that they use, and that what makes them wind up having these deviant or kufri beliefs.","Jake Brancatella"
"6036100","6058850"," But Daniel, by his own admission, I don't think knows enough about the topic, he doesn't even know that the mainstream, fundamental position of the Ash'aris and Maturidis is that the Arabic Quran is makhluq, the Quran that we all know that we recite, that is preserved in our chests and in our texts, is actually a created text.","Jake Brancatella"
"6059560","6064840"," They don't believe that Allah subhanahu wa ta'ala ever spoke it, he doesn't actually speak, according to the Ash'aris.","Jake Brancatella"
"6065240","6072280"," According to the Ash'aris, all of Allah subhanahu wa ta'ala actions are actually created, they're makhluq, they're things that exist in creation.","Jake Brancatella"
"6073400","6091560"," So there are so many fundamental problems with the Ash'ari and Maturidi creeds, they are deviant, and hey, don't take it personally, because they think my creed is deviant, they think that the creed of the classical Hanabilah is deviant.","Jake Brancatella"
"6093300","6108620"," They state this openly, they call us Hashawiya, they say that we are Mujassima, they say that we are guilty of kufr with some of the beliefs that we hold, which al-Sanusi attributes to the lay people as well.","Jake Brancatella"
"6108860","6122440"," The beliefs that he attributes to the lay people are many of the same beliefs that are held by Ahl al-Hadith, classical Hanabilah, traditional Atharis, and yet he says that some of those beliefs are kufr.","Jake Brancatella"
"6122440","6130240"," So it is not an anomaly, it is not something that the Ahl al-Hadith are just waging war against the Ash'aris and Maturidis.","Jake Brancatella"
"6130840","6131900"," It was reciprocated.","Jake Brancatella"
"6132540","6140200"," We believe that each other are fundamentally wrong in our creeds, and that's why each group respectively holds that they're deviant.","Jake Brancatella"
